gene_annotation	policy	eligible_primary	fixed_exact_baseline_sum	baseline_guides_ge10	fixed_best_control	fixed_best_cellular	joint_control_lower	joint_cellular_lower	joint_control_upper	joint_cellular_upper	fixed_best_log2_ratio	joint_gene_unique_log2_ratio	delta_log2	conditional_low	conditional_high
ARHGEF15	exact	1	190	4	197	115	194	102	194	102	-0.8032258925849068	-0.953412336417245	-0.15018644383233815	-0.953412336417245	-0.953412336417245
ARHGEF16	exact	1	324	5	345	489	341	493	341	493	0.47335705827893726	0.5018984152298082	0.0285413569508709	0.5018984152298082	0.5018984152298082
ARHGEF17	exact	1	197	4	203	282	205	288	205	288	0.44395598209980414	0.4601668340273005	0.016210851927496384	0.4601668340273005	0.4601668340273005
ARHGEF18	exact	1	288	5	306	453	301	459	301	459	0.5359493859012417	0.5786407684524508	0.04269138255120908	0.5786407684524508	0.5786407684524508
ARHGEF19	exact	1	222	4	231	162	232	155	232	155	-0.5398385662809186	-0.6095822268012904	-0.06974366052037173	-0.6095822268012904	-0.6095822268012904
ARHGEF2	exact	1	249	4	259	305	258	300	258	300	0.20617175052434966	0.1879346194597517	-0.018237131064597956	0.1879346194597517	0.1879346194597517
ARHGEF25	exact	1	547	5	579	526	568	517	568	517	-0.16764122091725384	-0.16486757744205935	0.002773643475194487	-0.16486757744205935	-0.16486757744205935
ARHGEF26	exact	1	212	4	224	106	225	103	225	103	-1.1051281054518078	-1.1527627566925547	-0.04763465124074684	-1.1527627566925547	-1.1527627566925547
ARHGEF3	exact	1	504	5	525	351	529	353	529	353	-0.6094321658261422	-0.6121865601194368	-0.002754394293294604	-0.6121865601194368	-0.6121865601194368
ARHGEF33	exact	1	1035	5	1080	1215	1082	1219	1082	1219	0.14058473023272253	0.14265664224559763	0.002071912012875099	0.14265664224559763	0.14265664224559763
ARHGEF37	exact	1	266	5	280	173	282	175	282	175	-0.7223311989670311	-0.7160459279344882	0.0062852710325429495	-0.7160459279344882	-0.7160459279344882
ARHGEF38	exact	1	449	4	474	688	472	662	472	662	0.5077824761773558	0.4583400342929898	-0.04944244188436603	0.4583400342929898	0.4583400342929898
ARHGEF4	exact	1	591	5	614	723	618	673	618	673	0.20631391522256373	0.09363825954943446	-0.11267565567312927	0.09363825954943446	0.09363825954943446
ARHGEF40	exact	1	342	5	368	467	361	460	361	460	0.3140356547434305	0.3199394182037185	0.005903763460288036	0.3199394182037185	0.3199394182037185
ARHGEF5	exact	1	509	5	533	587	529	581	529	581	0.10983448969143825	0.10588241654438312	-0.003952073147055132	0.10588241654438312	0.10588241654438312
ARHGEF6	exact	1	629	5	646	608	668	617	668	617	-0.11665919803302485	-0.14375451455781188	-0.027095316524787028	-0.14375451455781188	-0.14375451455781188
ARHGEF7	exact	1	793	5	816	697	834	707	834	707	-0.256525759781644	-0.267447992579853	-0.01092223279820903	-0.267447992579853	-0.267447992579853
ARHGEF9	exact	1	397	5	411	687	409	687	409	687	0.7112011919412594	0.7182301707218766	0.0070289787806171455	0.7182301707218766	0.7182301707218766
ARID1A	exact	1	517	4	540	351	534	322	534	322	-0.650036019598614	-0.7581568783463731	-0.10812085874775912	-0.7581568783463731	-0.7581568783463731
ARID1B	exact	1	590	5	610	694	618	637	618	637	0.15671730805749032	0.014385655833351472	-0.14233165222413885	0.014385655833351472	0.014385655833351472
ARID2	exact	1	723	5	757	561	756	548	756	548	-0.4612259568962111	-0.4931145527500433	-0.03188859585383219	-0.4931145527500433	-0.4931145527500433
ARID3A	exact	1	232	5	241	348	243	339	243	339	0.499869376096151	0.45022371122589067	-0.04964566487026034	0.45022371122589067	0.45022371122589067
ARID3B	exact	1	289	5	307	264	301	258	301	258	-0.24658477904907566	-0.2512598125216495	-0.0046750334725738085	-0.2512598125216495	-0.2512598125216495
ARID3C	exact	1	510	5	553	410	542	352	542	352	-0.4604671859402463	-0.651265970982185	-0.19079878504193865	-0.651265970982185	-0.651265970982185
ARID4A	exact	1	659	5	683	547	693	546	693	546	-0.34934846405402337	-0.37294047758819715	-0.023592013534173784	-0.37294047758819715	-0.37294047758819715
ARID4B	exact	1	351	5	370	294	366	262	366	262	-0.36047199941187236	-0.510761866516826	-0.15028986710495362	-0.510761866516826	-0.510761866516826
ARID5A	exact	1	249	4	258	327	260	334	260	334	0.31206453517337895	0.3314567474264535	0.019392212253074526	0.3314567474264535	0.3314567474264535
ARID5B	exact	1	351	5	366	585	367	578	367	578	0.6465898814309041	0.6253066184472641	-0.021283262983640028	0.6253066184472641	0.6253066184472641
ARIH1	exact	1	658	5	687	371	693	374	693	374	-0.9172635936972872	-0.9181962548013506	-0.0009326611040634258	-0.9181962548013506	-0.9181962548013506
ARIH2	exact	1	330	5	338	284	349	269	349	269	-0.27999327220491377	-0.40427327355942994	-0.12428000135451617	-0.40427327355942994	-0.40427327355942994
ARL1	exact	1	469	4	489	613	497	625	497	625	0.2964883931227109	0.30104726779830937	0.004558874675598457	0.30104726779830937	0.30104726779830937
ARL10	exact	1	188	3	194	264	193	280	193	280	0.41423147619133477	0.5064011135278834	0.09216963733654865	0.5064011135278834	0.5064011135278834
ARL11	exact	1	413	5	425	452	426	462	426	462	0.05949256934810581	0.08764153314888523	0.02814896380077942	0.08764153314888523	0.08764153314888523
ARL13A	exact	1	839	4	876	1059	889	1053	889	1053	0.24429150067613273	0.21485771261364728	-0.02943378806248545	0.21485771261364728	0.21485771261364728
ARL13B	exact	1	458	5	470	606	474	612	474	612	0.3370468314554745	0.33903566593232454	0.0019888344768500543	0.33903566593232454	0.33903566593232454
ARL15	exact	1	315	5	324	277	339	280	339	280	-0.2549967976981691	-0.30467689457243813	-0.04968009687426905	-0.30467689457243813	-0.30467689457243813
ARL16	exact	1	313	4	321	377	335	373	335	373	0.2023918159479948	0.12552938565255473	-0.07686243029544007	0.12552938565255473	0.12552938565255473
